"description","category"
"EMERGENCY AND SURGE RECRUITMENT (OR). NA","not_global_func"
"4.1 NORMATIVE FRAMEWORK. NA","not_global_func"
"LEADERSHIP, ADVOCACY AND COMMUNICATION TO FAST TRACK THE AIDS RESPONSE. NA","Health_Advocacy"
"1.16 POLIO. NA","Control_Cross_Border_Disease"
"REGIONAL DISEASE SURVEILLANCE SYSTEMS ENHANCEMENT (REDISSE). NA","Epidemic_Pandemic_Prep"
"TO STRENGTHEN THE IMT AVH R-AND-D CAPACITIES TO DE. NA","not_global_func"
"005. WASH LEADERSHIP AND TA. NA","not_global_func"
"LEADERSHIP, ADVOCACY AND COMMUNICATION TO FAST TRACK THE AIDS RESPONSE. NA","Health_Advocacy"
"LEADERSHIP, ADVOCACY AND COMMUNICATION TO FAST TRACK THE AIDS RESPONSE. NA","Health_Advocacy"
"109 EMERGENCY RESPONSE TEAM (ERT). NA","not_global_func"
"AFCC2/RI-EAST AFRICA PUBLIC HEALTH LABORATORY NETWORKING PROJECT. NA","Knowledge_Gen_Sharing"
"AFCC2/RI-EAST AFRICA PUBLIC HEALTH LABORATORY NETWORKING PROJECT. NA","Knowledge_Gen_Sharing"
"1.5  IMPROVED EMERGENCY RESPONSE. NA","not_global_func"
"005. MNCH LEADERSHIP AND TECHNICAL ASSIS. NA","not_global_func"
"1.5 POLIO ERADICATION. NA","Control_Cross_Border_Disease"
"HEALTH SYSTEMS STRENGTHENING AND EBOLA PREPAREDNESS PROJECT. NA","Epidemic_Pandemic_Prep"
"'BRAIN DRAIN TO BRAIN GAIN'' - SUPPORTING WHO CODE OF PRACTICE ON INTERNATIONAL RECRUITMENT OF HEALTH WORKERS FOR BETTER MANAGEMENT OF HEALTH WORKER. NA","not_global_func"
"REGIONAL DISEASE SURVEILLANCE SYSTEMS ENHANCEMENT (REDISSE). NA","Epidemic_Pandemic_Prep"
"UNEARMARKED SUPPORT TO THE 2016-2017 PROGRAMME OF. NA","not_global_func"
"AFCC2/RI-EAST AFRICA PUBLIC HEALTH LABORATORY NETWORKING PROJECT. NA","Knowledge_Gen_Sharing"
"AFCC2/RI-EAST AFRICA PUBLIC HEALTH LABORATORY NETWORKING PROJECT. NA","Knowledge_Gen_Sharing"
"HEALTH SYSTEMS STRENGTHENING AND EBOLA PREPAREDNESS PROJECT. NA","Epidemic_Pandemic_Prep"
"5 POLIO ERADICATION INITIATIVE. NA","Control_Cross_Border_Disease"
"LEADERSHIP, ADVOCACY AND COMMUNICATION TO FAST TRACK THE AIDS RESPONSE. NA","Health_Advocacy"
"STRENGTHENING THE CAPACITY FOR RESEARCH, TEACHING,. NA","not_global_func"
"EARLY CASE FINDING AND CORRECT MANAGEMENT OF LEPRO. NA","not_global_func"
"REGIONAL DISEASE SURVEILLANCE SYSTEMS ENHANCEMENT (REDISSE). NA","Epidemic_Pandemic_Prep"
"1.5 POLIO ERADICATION. NA","Control_Cross_Border_Disease"
"STRENGTHENING SURGICAL AND TRAUMA HEALTH RESPONSE IN TWO MOST AFFECTED AREAS BY EBOLA IN SIERRA LEONE: PORT LOKO AND WESTERN AREA. NA","not_global_func"
"1.16 POLIO. NA","Control_Cross_Border_Disease"
"AFCC2/RI-EAST AFRICA PUBLIC HEALTH LABORATORY NETWORKING PROJECT. NA","Knowledge_Gen_Sharing"
"AFCC2/RI-EAST AFRICA PUBLIC HEALTH LABORATORY NETWORKING PROJECT. NA","Knowledge_Gen_Sharing"
"INTENSIFIED MALARIA CONTROL IN HIGH BURDEN PROVINCES TOWARDS FALCIPARUM ELIMINATIONS. NA","Control_Cross_Border_Disease"
"TOWARDS MALARIA ELIMINATION: EXPANDING TEST, TRACK, AND TREAT IN MINING AREAS. NA","Control_Cross_Border_Disease"
"HEALTH SYSTEMS STRENGTHENING AND EBOLA PREPAREDNESS PROJECT. NA","Epidemic_Pandemic_Prep"
"SYR OCHA EMERGENCY RESPONSE FUND. NA","not_global_func"
"HEALTH SYSTEMS STRENGTHENING AND EBOLA PREPAREDNESS PROJECT. NA","Epidemic_Pandemic_Prep"
"STRENGTHENING MALARIA CONTROL OPERATIONS AND REDUCING THE MALARIA BURDEN TO MOVE PROGRESSIVELY TOWARDS MALARIA ELIMINATION IN LAOS. NA","Control_Cross_Border_Disease"
"SWAZILAND MALARIA ELIMINATION. NA","Control_Cross_Border_Disease"
"ENHANCEMENT OF CBRN CAPACITIES OF SOUTH EAST ASIA IN ADDRESSING CBRN RISK MITIGATION CONCERNING CBRN FIRST RESPONSE, BIOSAFETY AND BIOSECURITY, AWAREN. NA","Control_Cross_Border_Disease"
"STRENGTHENING PROGRAM INTERVENTIONS TOWARDS MALARIA ELIMINATION IN DPR KOREA. NA","Control_Cross_Border_Disease"
"AFCC2/RI-EAST AFRICA PUBLIC HEALTH LABORATORY NETWORKING PROJECT. NA","Knowledge_Gen_Sharing"
"AFCC2/RI-EAST AFRICA PUBLIC HEALTH LABORATORY NETWORKING PROJECT. NA","Knowledge_Gen_Sharing"
"1.5 POLIO ERADICATION. NA","Control_Cross_Border_Disease"
"MULTISECTOR INITIATIVE TO IMPLEMENT MALARIA PREVENTION, CONTROL AND PRE_ELIMINATION STRATEGIES IN GUATEMALA. NA","Control_Cross_Border_Disease"
"NICARAGUA, ALL UNITED HOLDING THE ACHIEVEMENTS AND CONSOLIDATING THE ACTIONS AIMED AT PRE_ELIMINATION AND ELIMINATION OF MALARIA. NA","Control_Cross_Border_Disease"
"ZANZIBAR MALARIA ELIMINATION PROGRAM. NA","Control_Cross_Border_Disease"
"STRENGTHENING AND EXPANDING INTERVENTIONS FOR A CONSOIDATION OF CONTROL FOR A PRE_ERADICATION OF MALARIA IN SENEGAL. NA","Control_Cross_Border_Disease"
"SCALING UP MALARIA PREVENTION AND CONTROL FOR UNIVERSAL COVERAGE TO ACHIEVE PRE_ELIMINATION STAGE IN THE GAMBIA. NA","Control_Cross_Border_Disease"
"6 IMPROVED BEHAVIOUR POLIO ERADICATION. NA","Control_Cross_Border_Disease"
"STRENGTHENING AND EXPANDING INTERVENTIONS FOR A CONSOIDATION OF CONTROL FOR A PRE_ERADICATION OF MALARIA IN SENEGAL. NA","Control_Cross_Border_Disease"
"HEALTH SYSTEMS STRENGTHENING AND EBOLA PREPAREDNESS PROJECT. NA","Epidemic_Pandemic_Prep"
"HEALTH SYSTEMS STRENGTHENING AND EBOLA PREPAREDNESS PROJECT. NA","Epidemic_Pandemic_Prep"
"POLIO ERADICATION. NA","Control_Cross_Border_Disease"
"EBOLA EMERGENCY RESPONSE PROJECT. NA","Epidemic_Pandemic_Prep"
"EBOLA EMERGENCY RESPONSE PROJECT. NA","Epidemic_Pandemic_Prep"
"PARTNERSHIP FOR CONTAINMENT OF ARTEMISININ RESISTANCE AND MOVING TOWARDS THE ELIMINATION OF PLASMODIUM IN THAILAND. NA","Control_Cross_Border_Disease"
"RWANDA TOWARDS MALARIA PRE_ELIMINATION. NA","Control_Cross_Border_Disease"
"POLIO ERADICATION SUPPORT PROJECT. NA","Control_Cross_Border_Disease"
"INSTITUTIONAL CAPACITY BUILDING IN PLANNING, LEADE. NA","not_global_func"
"GLOBAL ANTIBIOTCS RESEARCH AND DEVELOPMENT (GARDP). 0","Knowledge_Gen_Sharing"
"CONTRIBUTION RED CROSS VIETNAM - TYPHOON DAMREY. 0","not_global_func"
"INNOVATION TECHNOLOGIQUE: LAST MILE MOBILE SOLUTION INITIATIVE. 0","not_global_func"
"PARTNERSHIP FOR RESEARCH AND CAPACITY BUILDING IN INFECTIOUS DISEASE SURVEILLANCE. 0","Epidemic_Pandemic_Prep"
"DEVELOPMENT AND IMPLEMENTATION OF ACTIVITIES CONTRIBUTING TO THE GLOBAL HEALTH SECURITY AGENDA IN CAMBODIA. 1) INCREASED IMMUNIZATION COVERAGE OF MARGINALIZED POPULATIONS AS A RESULT OF STRENGTHENED COMMUNICATIONS, STRENGTHENED COLD CHAIN MAINTENANCE, 2) PRE-SERVICE TRAINING ON THE ONE-HEALTH APPROACH STRENGTHENED IN BOTH THE HEALTH AND ANIMAL SECTORS, STRENGTHENED COMPOSITION OF ONE HEALTH WORKFORCE TO PREVENT, DETECT, AND RESPOND TO THREATS, 3) Workforce Development AND Laboratory Strengthening : LABORATORY STRENGTHENING IN LQMS SYSTEMS, LABORATORY STRENGTHENING IN INFORMATION SYSTEMS","Epidemic_Pandemic_Prep"
"SMART MEDICATION MANAGEMENT SYSTEM BASED M-HEALTH SERVICE BUSINESS FOR TUBERCULOSIS ELIMINATION IN MOROCCO. 1) Providing localized smart medication device (Smart Pill Box ) and smart medication management system (e-PROMMS) 2) expand market of tuberculosis management using smart medication service 3)providing real-time medication management service and electronic reporting system for public health centers","Control_Cross_Border_Disease"
"INTERNATIONAL ACCREDITATION OF TESTING LABORATORIES FOR MEDICAL PRODUCTS. 1) to define and elaborate the strategies for introduction of international standards of quality management ISO/IEC 17025 into Belarusian testing laboratories in the health sector, 2) to assist with the integration of the Pharmaceutical inspection of the Ministry of Health of Belarus into the Pharmaceutical Inspection Co-operation Scheme (PIC/S), 3) to support the participating Belarusian testing laboratories with their introduction into the network of official medicines control laboratories (OM","not_global_func"
"PROJECT FOR STRENGTHENING  URBAN TB CONTROL IN YANGON. 1. Capacity of TB case detection is strengthened in the target areas.?Baseline survey for referral of TB suspects by General Practitioners (GPs) is implemented.?GPs attend advocacy seminar and training for TB control.?GPs implement TB control.?New diagnostic method (LAMP) is installed and utilized at the target facilities.?The medical staff (mobile team and hospital) are trained for LAMP.?Case finding is intensified by LAMP at Township hospital and in the community (mobile team).?Operational Research based on the data for LAMP method.?Mapping and planning for mobile team in the target area.?.Planning for case finding by community health volunteers.?Community health volunteers are trained.?Implement case finding by community health volunteers.2. Capacity of TB treatment support is strengthened in the target area.?Planning for treatment support by community health volunteers.?Community health volunteers are trained.?Community health volunteers support the TB patient treatment counseling (individual and group) which is implemented by health staff.?Treatment support by home visit of TB patients and contact to TB patient by phone call by community health volunteers.?Follow up TB patient and support the treatment by community health volunteers.3. Monitoring and evaluation is strengthened in the target area.?TB patient registration for each facility is computerized.?Registered TB examination data is computerized.?Implement Operational Research through the data analysis for monitoring and evaluation.?Plan the regular supervision for monitoring and evaluation.?Implement the regular supervision in accordance with the plan.","Control_Cross_Border_Disease"
"NEXT GENERATION-MALARIA DIAGNOSTIC KIT. 1. creating consumable malaria diagnostic chip based on lab on a chip technology and newly developed staining technology. Briefly, this tiny consumable chip replaces laboratory and materials for microscopy examination, 2. creation of POC mobile imaging reader to automatically diagnose malaria disease through imaging processing algorithm, resulting in training-free and skilled technician-free diagnostics.","not_global_func"
"COMMON DISEASES. 1. Funding contract 2017 - Financing of the European-African Studies - Medical research of particular importance for developing countries","Knowledge_Gen_Sharing"
"MOBILE DIAGNOSTIC KIT FOR MALARIA ELIMINATION. 1. producing prototypes developed in SEED 1, 2. supplying diagnostic devices to Malawi and Cambodia","Control_Cross_Border_Disease"
"INTEGRATED, EQUITY FOCUSED SERVICE DELIVERY FOR ACCELERATED IMPROVEMENT OF MATERNAL AND NEWBORN HEALTH. 1. Strengthening policy, leadership and management mechanisms for MNH/ 2. Improving financial management for MNH services at LGU level/ 3. Capacity building for health service providers on MNH/ 4. Ensuring functionality of the health facilities for MNH services/ 5. Strengthening MNH Information systems&Established an Integrated Information System ( To include iClinicSys, MNDRS, WOMB)","not_global_func"
"PROMOTING LUNG HEALTH IN TAJIKISTAN II PHASE. 1. The tuberculosis (TB) situation in Tajikistan is severe. The TB incidence is nearly 190 new cases per 100 000 inhabitants (Finland: 5-6/100 000 per year). Resitance to TB drugs is a common and an increasing problem. Patients with respiratory symptoms are very frequent in the primary health care. The diagnosis and care of these patients is difficult without adequate equipment. WHO has developed the Practical Approach to Lung Health (PAL) Strategy to support and develop the abilities of the primary health care to diagnose and treat tuberculosis and other respiratory conditions at the primary health care level. In 2012 a small scale PAL training project was initiated in Tajikistan.2. The main objective of the continuation project is to improve health of the Tajik people by decreasing the morbidity and mortality of respiratory disease and tuberculosis by means of the PAL strategy. The project supports the ongoing reforms of the national health care system in Tajikistan.3.The project emphasizes primary health care and prevention with special support to the development of organizational and educational aspects of respiratory disease. Finnish health care programs and best care practices of respiratory medicine are used as models - if applicable.4. The target of the continuation project is the health of the population of Tajikistan. Patients with TB and other respiratory conditions and their relatives as well as the health care personnell are targeted.5. - The main activity is training of PAL trainers. In the training TB and TB drug resitance are emphasized including TB risk factors ( HIV tobacco diabetes social determinants TB infection control).- the Filha experience of a community based tobacco project in Kyrgyzstan has been encouraging and it will be used in the work against tobacco in Tajikistan.- the Finnish National Allergy Program offers a new approach to prevent allergy and asthma. The basis will be introduced in Tajikistan.- the PAL strategy will be revised in the WHO Euro region. Filha will use the experiences of Central Asian PAL countries in this regard.- the cooperation between the respiratory disease and TB physicians in Central Asia will be supported. - Filha will assist in the evaluation and development of distance education in Tajikistan.- the registration and statistics of respiratory disease and smoking will be improved together with the USAID.","Control_Cross_Border_Disease"
"NEW VACCINE SUPPORT (NVS). 1st dose of the Measles-Rubella vaccine.","Control_Cross_Border_Disease"
"NEW VACCINE SUPPORT (NVS). 1st dose of the Measles-Rubella vaccine.","Control_Cross_Border_Disease"
"SUPPORT TO UNFPA FOR HUMANITARIAN ACTIVITIES IN SYRIA. 2 million euros from this year?s budget is proposed to be allocated to UNFPA for Syria and cross-border programs in Turkey and Jordan. The humanitarian situation continues to be difficult in Syria. 13.1 million humans need humanitarian assistance. 5.6 million of them are in need of acute help. According to the UN Syria's funding requirement in 2018 is approximately USD 3.5 billion.The funding for Finnish humanitarian aid in Syria in 2018 is planned to be 12.55 million euros through UNHCR WFP UNFPA International Red Cross Movement Church Foreign Assistance and the Save the Children Organization in Finland.In 2018 UNFPA's Syria Regional Office will aim to strengthen the organization's operations and its geographical coverage increase the acquisition of medical equipment supplies and medicines improve preparedness and preparedness planning for example in badly destroyed areas and to improve the education and livelihoods of vulnerable women. In 2018 UNFPA will also work in northern Syria from Gaziantep Turkey and southwestern Syria from Amman Jordan with the mandate of the UN Security Council resolution. UNFPA has defined urgent needs in 2018 at level about USD 3.8 million.","not_global_func"
"NEW VACCINE SUPPORT (NVS). 2nd dose of the Measles-Rubella vaccine.","Control_Cross_Border_Disease"
"TBNET TUBERCULOSIS ACADEMY ERIWAN /ARMENIA AND HOSPITATION FOR 8 DOCTORS IN GERMANY-MEDICAL CLINIC RESEARCH CENTER BORSTEL. 3-Day Tuberculosis Academy especially for students 'multiresitent Tuberculosis' in Eriwan, May 2017, Hospitation in Germany for 8 doctors in Medical Clinic Research Center Borstel","AMR_Response"
"INTERNATIONAL HEALTH REGULATIONS (IHR) STRENGTHENING PROJECT. 5 year project to support implementation of International Health Regulations in low and middle income countries. This project is being delivered through Public Health England.","not_global_func"
"OPHTHALMOLOGISTICAL HEALTH CARE IN ASSAM. 8.000 eye screenings in 40 camps, organisation of 1.000 eye-surgeries, workshops for 70 teachers in early detection of eye problems.","not_global_func"
"JOINT GLOBAL RESEARCH PROGRAMME: WOMEN'S AND CHILDREN'S HEALTH. A call to fund global health research projects that bring together researchers from the UK, India and Low Income Countries to focus on women and children's health. This activity will incorporate both basic and applied research activities across the infectious and non-communicable disease (NCDs) burdens faced by women and children globally.","Knowledge_Gen_Sharing"
"UK VACCINE NETWORK - CLINICAL VACCINE DEVELOPMENT COMPETITION. A competition to fund the clinical development of candidate vaccines to combat twelve deadly diseases with epidemic potential in low and middle income countries. The 12 priority pathogens were identified by the UK Vaccines Network.","Epidemic_Pandemic_Prep"
"UK VACCINE NETWORK û VACCINE DEVELOPMENT COMPETITION. A competition to fund the preclinical and clinical development of vaccines and associated technologies to combat 12 deadly diseases with epidemic potential in low and middle income countries. Priority pathogens were identified by the UK Vaccines Network.","Epidemic_Pandemic_Prep"
"UK VACCINE NETWORK - PRECLINICAL VACCINE DEVELOPMENT COMPETITION. A competition to fund the preclinical development of candidate vaccines and associated technologies to combat 12 deadly diseases with epidemic potential in low and middle income countries. Priority pathogens were identified by the UK Vaccines Network.","Epidemic_Pandemic_Prep"
"IMAGE ANALYSIS FOR RELIABLE AND COST EFFECTIVE CANCER DETECTION. A crucial aspect for reliable automated analysis of cell samples for cancer detection is accurate and robust quantification of very subtle changes in the nuclear chromatin distribution through image analysis. This requires high resolution, perfect focus for each cell nucleus and robustness against staining variations. This is very hard and expensive to achieve with conventional optics.Recently (2013) a new way of creating images in a light microscope was invented, Fourier ptychographic microscopy, FPM. This technique holds promise to address all three of the crucial problems in chromatin distribution quantification. However, the technique needs improvements in terms of computational efficiency and it needs to be adapted and optimized for the needs of cancer detection. We plan to do that within this project.We have since 2008 had a collaboration between India and Uppsala University on developing a new cost effective system for cervical cancer screening. The FPM technique holds promise for increasing the performance of the developed system. We also propose to use the same technique for addressing two other common and increasing cancers: oral cancer and thyroid cancer. The Indian project partners have a strong background in cancer research, the Swedish team combines long-standing expertise in the field of digital cytometry with expertise in robust and precise image analysis.","Knowledge_Gen_Sharing"
"SLAMF6 AND 2B4: ROLES AND MODES OF ACTION IN NORMAL IMMUNITY AND CANCER IMMUNOTHERAPY. A functioning immune system is critical for successful treatment of cancer. Recent studies have shown an improvement of the immune response against cancer triggered by new drugs that block the function of certain types of receptors at the surface of immune cells. This project seeks to understand the role of two new potential molecular targets for immunotherapy against cancer in humans: the SLAMF6 receptor and the 2B4 receptor. These receptors are at the surface of key immune cells (CD8+T and NK lymphocytes), and they play an important regulatory role during the anti-tumor response mediated by these cells. The research team hypothesizes that pharmacological targeting of SLAMF6 and 2B4 could be helpful in the treatment of cancer. Findings from this research project will further basic knowledge of the role of SLAMF6 and 2B4 in immune cells, and determine whether these two receptors are valid clinical targets for pharmacologic treatment of human cancers.  The project is led in Canada by the Institut de recherches cliniques de MontrTal (affiliated with the University of Montreal), in collaboration with the Hadassah Hebrew University (Israel), Universidad Aut=noma del Estado de Morelos (Mexico), and the Hebrew University (Israel). This project was selected and approved for funding through the second research competition of the Joint Canada-Israel Health Research Program, which is a partnership between Canada's International Development Research Centre, the Canadian Institutes for Health Research, the Israel Science Foundation and the Azrieli Foundation. This 7-year, $35M Canadian-Israeli effort draws on the unique scientific strengths of both countries and facilitates networking opportunities with peers from Africa, Asia, and Latin America. Projects include a plan for integrating researchers from low- and middle-income countries that will establish long-term scientific relationships.","Knowledge_Gen_Sharing"
"GLOBAL HEALTH PROTECTION PROGRAMME - PROJECT MONITORING AND COMMUNICATION. A harmonized project monitoring for review of progress will be introduced for all projects of the Global Health Programm (GHP). The monitoring tool will be available in German, English and French. Using the tools the following data will be collected - (a) schedule of planned activities, milestones and deliverables, (b) Details of activities and measures taken to adapt the planning if needed, (c) short reports of project activities with partner institutions. Germany has increased the activities for global health in the frame of the Global Health Programme. The project assists all partner institutions to establish and maintain opinion leadership in the external communication of the projects of the GHP.","not_global_func"
"COMBATTING ANTIMICROBIAL RESISTANCE BY NOVEL ANTIMALARIAL MOLECULES AGAINST PLASMODIUM VIVAX AND P. FALCIPARUM FROM SOUTH AMERICA AND SOUTH-EAST ASIA. A large and growing number of the world's population live in slums, where the twin trajectories of rapid urbanisation andincreased flooding driven by climate change collide. Top-down policies designed to reduce flood risk in informalsettlements have to date been largely unsuccessful, yet many of the vulnerabilities faced by slum-dwellers cannot beaddressed by local action alone. Many observers posit that a fundamentally important part of the solution is to integrategovernment and community resilience initiatives, an approach we call Community-Responsive Adaptation. However,real-world examples of this type of integration are scarce, and have not been systematically evaluated, either in terms ofcost, or impact. In this study, we partner with an award-winning non-governmental organization, Kounkuey DesignInitiative, and with slum residents and local government, to co-design, build and evaluate three integrated adaptationprojects in Kibera, Nairobi. To evaluate the effects of the projects, we will carry out a 6-wave household survey across1500 households in high flood-risk zones, and compare flood damages and other measures of welfare in households withthe same baseline flood risk in treatment sites, and at comparable control sites. Finally, we will collect and analyzequalitative data to help understand the mechanisms behind success or failure of the package of interventions.","AMR_Response"
"DEMONSTRATION PROJECTS FOR INNOVATIVE HEALTH RESEARCH AND DEVELOPMENT. A major global health concern is the gap in research and development (R&D) of medical products against diseases disproportionately affecting poor people in developing countries. The World Health Organization (WHO) has selected several novel R&D projects. Through innovative approaches to coordination and financing of R&D, they aim to develop a series of cost-effective diagnostic kits and treatments for diseases such as leishmaniasis.","not_global_func"
