,Year,DonorName,RecipientName,ProjectTitle,PurposeCode,ShortDescription,LongDescription,USD_Disbursement_Defl
33,2019,Canada,Pakistan,Multi-Country - UNICEF Humanitarian Appeals 2019/Pays multiples - Appels humanitaires de l'UNICEF 2019,72040,MULTI-COUNTRY - UNICEF HUMANITARIAN APPEALS 2019/PAYS MULTIPLES - APPELS HUMANITAIRES DE L'UNICEF 2019,"72040. Multi-Country - UNICEF Humanitarian Appeals 2019/Pays multiples - Appels humanitaires de l'UNICEF 2019. MULTI-COUNTRY - UNICEF HUMANITARIAN APPEALS 2019/PAYS MULTIPLES - APPELS HUMANITAIRES DE L'UNICEF 2019. January 2019 - Founded in 1946, the United Nations Children's Fund (UNICEF) is mandated by the United Nation General Assembly to protect the rights of children and women in developing countries through its development and humanitarian assistance programming. UNICEF's mandate in humanitarian situations is to meet the needs of the most vulnerable, to save lives and protect rights.In humanitarian emergencies, UNICEF's project activities include: (1) providing people with access to safe drinking water and sanitation facilities; (2) treating children for severe acute malnutrition; (3) providing emergency education programming for children; (4) ensuring protection services for children and women; and (5) providing basic healthcare. / Janvier 2019 – Fondé en 1946, le Fonds des Nations Unies pour l'enfance (UNICEF) est mandaté par l'Assemblée générale des Nations Unies pour protéger les droits des enfants et des femmes dans les pays en développement par le biais de ses programmes d'aide humanitaire et de développement. En situation d'urgence humanitaire, le mandat d'UNICEF est de répondre aux besoins des plus vulnérables, de sauver des vies et de protéger les droits.Les projets d'assistance humanitaire d'UNICEF incluent les activités suivantes : 1) fournir un accès accru à l'eau potable et aux installations sanitaires; 2) traiter les enfants souffrant de malnutrition aiguë sévère; 3) mettre en œuvre des programmes d'éducation en situation d'urgence pour les enfants; 4) assurer des services de protection pour les enfants et les femmes; 5) fournir des soins de santé de base.",0.020106
34,2019,UNICEF,Niger,PROGRAMME MANAGEMENT- CSD,12110,PROGRAMME MANAGEMENT- CSD,12110. PROGRAMME MANAGEMENT- CSD. PROGRAMME MANAGEMENT- CSD. ,0.05
35,2019,UNICEF,Cameroon,"ENABLING ENVIRONMENT FOR HIV PREVENTION, CARE AND TREATMENT",13040,"ENABLING ENVIRONMENT FOR HIV PREVENTION, CARE AND TREATMENT","13040. ENABLING ENVIRONMENT FOR HIV PREVENTION, CARE AND TREATMENT. ENABLING ENVIRONMENT FOR HIV PREVENTION, CARE AND TREATMENT. ",0.365
36,2019,Canada,Tanzania,Emergency Assistance -  Country-Level Funding - UNHCR 2019/Aide d'urgence - Financement visant des pays en particulier - HCR 2019,72010,EMERGENCY ASSISTANCE -  COUNTRY-LEVEL FUNDING - UNHCR 2019/AIDE D'URGENCE - FINANCEMENT VISANT DES PAYS EN PARTICULIER - HCR 2019,"72010. Emergency Assistance -  Country-Level Funding - UNHCR 2019/Aide d'urgence - Financement visant des pays en particulier - HCR 2019. EMERGENCY ASSISTANCE -  COUNTRY-LEVEL FUNDING - UNHCR 2019/AIDE D'URGENCE - FINANCEMENT VISANT DES PAYS EN PARTICULIER - HCR 2019. March 2019 – The United Nations High Commissioner for Refugees (UNHCR) provides international protection and assistance to the world's refugees, stateless persons, asylum seekers, and in some instances, internally-displaced persons. The UNHCR searches for lasting solutions to their situations. With the support of GAC and other donors, the project provides assistance and protection to refugees, internally-displaced persons and other persons of concern in twenty countries across the world.Project activities include: (1) providing shelter, clothing and other essential non-food items; (2) providing adequate water, sanitation and health services, including in reproductive health; (3) providing opportunities for education and livelihoods support; (4) providing protection, including against sexual and gender-based violence, child protection and working with governments to register asylum seekers and refugees, and help issue identity documents; (5) working with governments to support refugee self-reliance and forge peaceful relations between refugees and local citizens; and (6) expanding opportunities for durable solutions for people of concern. / Mars 2019 - Le Haut-Commissariat des Nations Unies pour les réfugiés (HCR) offre une protection et une assistance internationales aux réfugiés du monde entier, aux apatrides, aux demandeurs d'asile et, dans certains cas, aux personnes déplacées à l'intérieur de leur propre pays. Le HCR cherche des solutions durables à leur situation.Grâce au soutien d'AMC et d'autres donateurs, ce projet fournit assistance et protection aux réfugiés, aux personnes déplacées à l'intérieur de leur propre pays et aux autres personnes prises en charge dans 20 pays dans le monde entier.Les activités du projet comprennent : 1) fournir des abris, des vêtements et d'autres articles non alimentaires essentiels; 2) fournir des services adéquats d'approvisionnement en eau, d'assainissement et de soins de santé; 3) offrir des possibilités d'éducation et de soutien aux moyens de subsistance; 4) assurer une protection, notamment contre la violence sexuelle et sexiste, la protection des enfantset collaborer avec les gouvernements pour enregistrer les demandeurs d'asile et les réfugiés, et aider à délivrer des documents d'identité; 5) travailler avec les gouvernements pour soutenir l'autonomie des réfugiés et établir des relations pacifiques entre réfugiés et citoyens locaux ; 6) élargir les perspectives de solutions durables aux personnes concernées.",0.045237
37,2019,UNICEF,Jordan,OPERATION SUPPORT TO PROGRAMME DELIVERY,72010,OPERATION SUPPORT TO PROGRAMME DELIVERY,72010. OPERATION SUPPORT TO PROGRAMME DELIVERY. OPERATION SUPPORT TO PROGRAMME DELIVERY. ,0.086
38,2019,UNICEF,Syrian Arab Republic,OUTPUT 1.2: PRIMARY HEALTH CARE,12110,OUTPUT 1.2: PRIMARY HEALTH CARE,12110. OUTPUT 1.2: PRIMARY HEALTH CARE. OUTPUT 1.2: PRIMARY HEALTH CARE. ,0.006
39,2019,UNICEF,West Bank and Gaza Strip,3.1 INCREASED CAPACITY TO DEVELOP/IMPLEM,12110,3.1 INCREASED CAPACITY TO DEVELOP/IMPLEM,12110. 3.1 INCREASED CAPACITY TO DEVELOP/IMPLEM. 3.1 INCREASED CAPACITY TO DEVELOP/IMPLEM. ,0.033
40,2019,UNICEF,Madagascar,NUT OP 4 - RESILIENCE AND EMERGENCY RESPONSE,72010,NUT OP 4 - RESILIENCE AND EMERGENCY RESPONSE,72010. NUT OP 4 - RESILIENCE AND EMERGENCY RESPONSE. NUT OP 4 - RESILIENCE AND EMERGENCY RESPONSE. ,0.055
41,2019,UNICEF,Sudan,OUTPUT 1.1: EVIDENCE BASED PLANNING FOR HEALTH-NUTRITION,72010,OUTPUT 1.1: EVIDENCE BASED PLANNING FOR HEALTH-NUTRITION,72010. OUTPUT 1.1: EVIDENCE BASED PLANNING FOR HEALTH-NUTRITION. OUTPUT 1.1: EVIDENCE BASED PLANNING FOR HEALTH-NUTRITION. ,0.437
42,2019,Canada,"Bilateral, unspecified",Supporting the Continuum of Care for Mothers and Children/Appui au continuum santé mères-enfants,12230,SUPPORTING THE CONTINUUM OF CARE FOR MOTHERS AND CHILDREN/APPUI AU CONTINUUM SANTÉ MÈRES-ENFANTS,"12230. Supporting the Continuum of Care for Mothers and Children/Appui au continuum santé mères-enfants. SUPPORTING THE CONTINUUM OF CARE FOR MOTHERS AND CHILDREN/APPUI AU CONTINUUM SANTÉ MÈRES-ENFANTS. The initiative supports the implementation of maternal, newborn and child health programs, contributing to the reduction in the number of maternal, newborn and child deaths in the country's northern region by working with the Ministry of health and the local population. Activities include: 1) training health managers and health care providers to deliver high quality health services, including obstetric care; 2) rehabilitating health centers and providing essential medical equipment; 3) raising awareness of local populations on the benefits of public health services, including on the right to health; and, informing and engaging the Canadian public on maternal, newborn and child health issues in Haiti through media campaigns and learning events.This initiative is expected to contribute directly to the improved health of approximately 400,000 beneficiaries, as well as to improved knowledge on maternal, newborn and child health issues in Haiti for approximately 6,000 Canadians.This initiative is implemented through a consortium led by the Université de Montréal, and including the Centre d'étude et de coopération internationale. / Le projet appuie la mise en place de programmes de santé pour les mères, les nouveau-nés et les enfants, en collaboration avec le ministère de la Santé et la population locale, afin de contribuer à la réduction du nombre de décès chez les mères, les nouveau-nés et les enfants dans le nord du pays. Les activités du projet comprennent : 1) la formation des gestionnaires et des fournisseurs de soins de santé afin d'offrir des services de santé de haute qualité, notamment en obstétrique; 2) la remise en état des centres de santé et approvisionnement en équipement médical essentiel; 3) la sensibilisation accrue des populations locales aux avantages des soins de santé publics, notamment au droit à la santé; information et mobilisation du public canadien autour des enjeux de santé des mères, des nouveau-nés et des enfants en Haïti grâce à des campagnes médiatiques et à des activités d'apprentissage.On s'attend à ce que le projet contribue directement à l'amélioration de la santé d'environ 400 000 bénéficiaires, ainsi qu'à l'amélioration des connaissances sur les enjeux de santé des mères, des nouveau-nés et des enfants en Haïti chez environ 6 000 Canadiens.Le projet est mis en œuvre par un consortium composé de l'Université de Montréal, qui en assure la direction et du Centre d'étude et de coopération internationale.",0.005436
43,2019,Canada,Venezuela,Venezuela Crisis -  Emergency Response - 2019/Crise au Venezuela - Intervention d'urgence - 2019,72010,VENEZUELA CRISIS -  EMERGENCY RESPONSE - 2019/CRISE AU VENEZUELA - INTERVENTION D'URGENCE - 2019,"72010. Venezuela Crisis -  Emergency Response - 2019/Crise au Venezuela - Intervention d'urgence - 2019. VENEZUELA CRISIS -  EMERGENCY RESPONSE - 2019/CRISE AU VENEZUELA - INTERVENTION D'URGENCE - 2019. March 2019 - Severe food shortages and record-breaking hyperinflation have put buying food and medicine out of reach for many Venezuelans, and has heavily impacted their ability to meet basic needs. As the situation continues to deteriorate in Venezuela, vulnerable and crisis-affected populations are in need of critical assistance, including basic health assistance, food security and nutrition and water and sanitation.With GAC's support, this project is helping address the basic water, sanitation and hygiene, and health needs of up to 3,100 crisis-affected people in Venezuela. Project activities include: (1) distributing up to 5,000 hygiene kits; (2) providing training on basic hygiene practices and solid waste management and promoting hygiene; and (3) conducting sensitization sessions on the importance of using safe drinking water and how to store it. / Mars 2019 - De graves pénuries alimentaires et une hyperinflation record ont rendu l'achat de nourriture et de médicaments hors de portée de nombreux Vénézuéliens et ont eu un impact considérable sur leur capacité à satisfaire leurs besoins fondamentaux. Comme la situation au Venezuela continue de se détériorer, les populations vulnérables et touchées par la crise ont besoin d'une aide critique, notamment d'une assistance sanitaire de base, de sécurité alimentaire et de nutrition, d'eau et d'assainissement.Avec l'appui d'AMC, ce projet contribue à répondre aux besoins fondamentaux en eau, en assainissement et en hygiène, ainsi qu'aux besoins de santé de 3?100 personnes touchées par la crise au Venezuela. Les activités du projet comprennent : 1) distribuer jusqu'à 5?000 trousses d'hygiène; 2) dispenser une formation sur les pratiques d'hygiène de base et la gestion des déchets solides et promouvoir l'hygiène; 3) organiser des séances de sensibilisation sur l'importance de l'utilisation de l'eau potable et les moyens de la stocker.",0.602864
